GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS221843877	2016-08-11 08:59:03	5969	species	Common Sandpiper	Actitis hypoleucos			1				Turkey	TR	Adana	TR-01							east of karatas	L2473112	P	36.6089137	35.4446411	1993-01-22		obsr430432	S16012929	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS221843878	2016-08-11 08:59:03	31456	species	Corn Bunting	Emberiza calandra			X				Turkey	TR	Adana	TR-01							east of karatas	L2473112	P	36.6089137	35.4446411	1993-01-22		obsr430432	S16012929	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS221843876	2016-08-11 08:59:03	21828	species	Crested Lark	Galerida cristata			X				Turkey	TR	Adana	TR-01							east of karatas	L2473112	P	36.6089137	35.4446411	1993-01-22		obsr430432	S16012929	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS221844396	2013-12-18 15:40:48	11376	species	Eurasian Kestrel	Falco tinnunculus			4				Turkey	TR	Adana	TR-01							east of tuzla	L2473119	P	36.7383339	35.2228546	1993-01-22		obsr430432	S16012967	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS221843875	2016-08-11 08:59:03	11376	species	Eurasian Kestrel	Falco tinnunculus			1				Turkey	TR	Adana	TR-01							east of karatas	L2473112	P	36.6089137	35.4446411	1993-01-22		obsr430432	S16012929	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS221844399	2013-12-18 15:40:48	8062	species	Long-legged Buzzard	Buteo rufinus			5				Turkey	TR	Adana	TR-01							east of tuzla	L2473119	P	36.7383339	35.2228546	1993-01-22		obsr430432	S16012967	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS221843880	2016-08-11 08:59:03	28521	species	European Stonechat	Saxicola rubicola			20				Turkey	TR	Adana	TR-01							east of karatas	L2473112	P	36.6089137	35.4446411	1993-01-22		obsr430432	S16012929	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS221844397	2013-12-18 15:40:48	7638	species	Eurasian Marsh-Harrier	Circus aeruginosus			1				Turkey	TR	Adana	TR-01							east of tuzla	L2473119	P	36.7383339	35.2228546	1993-01-22		obsr430432	S16012967	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS221843879	2016-08-11 08:59:03	30509	species	White Wagtail	Motacilla alba			10				Turkey	TR	Adana	TR-01							east of karatas	L2473112	P	36.6089137	35.4446411	1993-01-22		obsr430432	S16012929	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831027295	2019-11-23 18:24:43	6249	species	Audouin's Gull	Ichthyaetus audouinii			11				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-16	06:00:00	obsr1465049	S61686987	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024964	2019-11-23 18:19:12	6249	species	Audouin's Gull	Ichthyaetus audouinii			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031975	2019-11-23 18:36:31	23105	species	Bank Swallow	Riparia riparia			50				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021301	2020-03-23 07:27:43	23105	species	Bank Swallow	Riparia riparia			50				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021288	2020-03-23 07:27:43	23153	species	Barn Swallow	Hirundo rustica			100				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016138	2019-11-23 17:56:47	23153	species	Barn Swallow	Hirundo rustica			20				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024954	2019-11-23 18:19:12	23153	species	Barn Swallow	Hirundo rustica			50				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031954	2019-11-23 18:36:31	23153	species	Barn Swallow	Hirundo rustica			100				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021275	2020-03-23 07:27:43	7227	species	Black-crowned Night-Heron	Nycticorax nycticorax			50				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031973	2019-11-23 18:36:31	7227	species	Black-crowned Night-Heron	Nycticorax nycticorax			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831027296	2019-11-23 18:24:43	7227	species	Black-crowned Night-Heron	Nycticorax nycticorax			31				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-16	06:00:00	obsr1465049	S61686987	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021307	2020-03-23 07:27:43	21873	species	Bearded Reedling	Panurus biarmicus			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016126	2019-11-23 17:56:47	1314	species	Black Francolin	Francolinus francolinus			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024936	2019-11-23 18:19:12	1314	species	Black Francolin	Francolinus francolinus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021287	2020-03-23 07:27:43	1314	species	Black Francolin	Francolinus francolinus			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031993	2019-11-23 18:36:31	1314	species	Black Francolin	Francolinus francolinus			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012283	2019-11-23 17:49:00	6434	species	Black Tern	Chlidonias niger			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021271	2020-03-23 07:27:43	6434	species	Black Tern	Chlidonias niger			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021289	2020-03-23 07:27:43	7569	species	Booted Eagle	Hieraaetus pennatus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031985	2019-11-23 18:36:31	5856	species	Broad-billed Sandpiper	Calidris falcinellus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031991	2019-11-23 18:36:31	7170	species	Cattle Egret	Bubulcus ibis			20				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021265	2020-03-23 07:27:43	23269	species	Common House-Martin	Delichon urbicum			50				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031969	2019-11-23 18:36:31	6095	species	Collared Pratincole	Glareola pratincola			4				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021258	2020-03-23 07:27:43	23852	species	Common Chiffchaff	Phylloscopus collybita			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031963	2019-11-23 18:36:31	23852	species	Common Chiffchaff	Phylloscopus collybita			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021296	2020-03-23 07:27:43	3326	species	Common Cuckoo	Cuculus canorus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031996	2019-11-23 18:36:31	9306	species	Common Kingfisher	Alcedo atthis			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012292	2019-11-23 17:49:00	9306	species	Common Kingfisher	Alcedo atthis			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021295	2020-03-23 07:27:43	9306	species	Common Kingfisher	Alcedo atthis			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031989	2019-11-23 18:36:31	5274	species	Eurasian Moorhen	Gallinula chloropus			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024960	2019-11-23 18:19:12	579	species	Common Pochard	Aythya ferina			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021267	2020-03-23 07:27:43	579	species	Common Pochard	Aythya ferina			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012276	2019-11-23 17:49:00	579	species	Common Pochard	Aythya ferina			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021280	2020-03-23 07:27:43	1198	species	Common Quail	Coturnix coturnix			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831027298	2019-11-23 18:24:43	1198	species	Common Quail	Coturnix coturnix			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-16	06:00:00	obsr1465049	S61686987	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031955	2019-11-23 18:36:31	1198	species	Common Quail	Coturnix coturnix			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021294	2020-03-23 07:27:43	20703	species	Common Raven	Corvus corax			4				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024957	2019-11-23 18:19:12	20703	species	Common Raven	Corvus corax			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024937	2019-11-23 18:19:12	5991	species	Common Redshank	Tringa totanus			5				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031986	2019-11-23 18:36:31	5938	species	Common Snipe	Gallinago gallinago			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016139	2019-11-23 17:56:47	5938	species	Common Snipe	Gallinago gallinago			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024942	2019-11-23 18:19:12	5938	species	Common Snipe	Gallinago gallinago			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012278	2019-11-23 17:49:00	5938	species	Common Snipe	Gallinago gallinago			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012284	2019-11-23 17:49:00	5717	species	Common Ringed Plover	Charadrius hiaticula			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016121	2019-11-23 17:56:47	6790	species	Cory's Shearwater	Calonectris diomedea			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024969	2019-11-23 18:19:12	21828	species	Crested Lark	Galerida cristata			4				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021317	2020-03-23 07:27:43	21828	species	Crested Lark	Galerida cristata			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031959	2019-11-23 18:36:31	21828	species	Crested Lark	Galerida cristata			6				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016113	2019-11-23 17:56:47	21828	species	Crested Lark	Galerida cristata			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831027293	2019-11-23 18:24:43	7042	species	Dalmatian Pelican	Pelecanus crispus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-16	06:00:00	obsr1465049	S61686987	Stationary	P21	EBIRD	600			2	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021279	2020-03-23 07:27:43	7042	species	Dalmatian Pelican	Pelecanus crispus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031983	2019-11-23 18:36:31	7042	species	Dalmatian Pelican	Pelecanus crispus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024949	2019-11-23 18:19:12	23796	species	Eastern Bonelli's Warbler	Phylloscopus orientalis			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012281	2019-11-23 17:49:00	30472	species	Western Yellow Wagtail	Motacilla flava			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024955	2019-11-23 18:19:12	30472	species	Western Yellow Wagtail	Motacilla flava			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016142	2019-11-23 17:56:47	30472	species	Western Yellow Wagtail	Motacilla flava			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031984	2019-11-23 18:36:31	30472	species	Western Yellow Wagtail	Motacilla flava			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021266	2020-03-23 07:27:43	30472	species	Western Yellow Wagtail	Motacilla flava			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012291	2019-11-23 17:49:00	11439	species	Eleonora's Falcon	Falco eleonorae			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012287	2019-11-23 17:49:00	9777	species	European Bee-eater	Merops apiaster			30				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031979	2019-11-23 18:36:31	1968	species	Eurasian Collared-Dove	Streptopelia decaocto			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021259	2020-03-23 07:27:43	1968	species	Eurasian Collared-Dove	Streptopelia decaocto			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016125	2019-11-23 17:56:47	7393	species	European Honey-buzzard	Pernis apivorus			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021274	2020-03-23 07:27:43	21336	species	Eurasian Penduline-Tit	Remiz pendulinus			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016116	2019-11-23 17:56:47	21336	species	Eurasian Penduline-Tit	Remiz pendulinus			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024976	2019-11-23 18:19:12	5299	species	Eurasian Coot	Fulica atra			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031976	2019-11-23 18:36:31	5816	species	Eurasian Curlew	Numenius arquata			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031974	2019-11-23 18:36:31	31322	species	European Goldfinch	Carduelis carduelis			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031995	2019-11-23 18:36:31	9786	species	European Roller	Coracias garrulus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024952	2019-11-23 18:19:12	7320	species	Eurasian Spoonbill	Platalea leucorodia			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021278	2020-03-23 07:27:43	22698	species	Eurasian Reed Warbler	Acrocephalus scirpaceus			15				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031980	2019-11-23 18:36:31	22926	species	River Warbler	Locustella fluviatilis			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021262	2020-03-23 07:27:43	10432	species	Eurasian Wryneck	Jynx torquilla			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
