GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS831021318	2020-03-23 07:27:43	1952	species	European Turtle-Dove	Streptopelia turtur			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016141	2019-11-23 17:56:47	5546	species	Eurasian Thick-knee	Burhinus oedicnemus			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024971	2019-11-23 18:19:12	5546	species	Eurasian Thick-knee	Burhinus oedicnemus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021270	2020-03-23 07:27:43	5546	species	Eurasian Thick-knee	Burhinus oedicnemus			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021273	2020-03-23 07:27:43	583	species	Ferruginous Duck	Aythya nyroca			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024974	2019-11-23 18:19:12	416	species	Garganey	Spatula querquedula			30				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021269	2020-03-23 07:27:43	416	species	Garganey	Spatula querquedula			1500				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS831031978	2019-11-23 18:36:31	7268	species	Glossy Ibis	Plegadis falcinellus			11				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016128	2019-11-23 17:56:47	7100	species	Gray Heron	Ardea cinerea			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012288	2019-11-23 17:49:00	7100	species	Gray Heron	Ardea cinerea			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831027290	2019-11-23 18:24:43	7100	species	Gray Heron	Ardea cinerea			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-16	06:00:00	obsr1465049	S61686987	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031977	2019-11-23 18:36:31	7100	species	Gray Heron	Ardea cinerea			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024947	2019-11-23 18:19:12	7100	species	Gray Heron	Ardea cinerea			50				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021323	2020-03-23 07:27:43	7100	species	Gray Heron	Ardea cinerea			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024968	2019-11-23 18:19:12	22277	species	Graceful Prinia	Prinia gracilis			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021268	2020-03-23 07:27:43	22277	species	Graceful Prinia	Prinia gracilis			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016122	2019-11-23 17:56:47	22277	species	Graceful Prinia	Prinia gracilis			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031982	2019-11-23 18:36:31	22277	species	Graceful Prinia	Prinia gracilis			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021293	2020-03-23 07:27:43	1773	species	Great Crested Grebe	Podiceps cristatus			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024951	2019-11-23 18:19:12	1773	species	Great Crested Grebe	Podiceps cristatus			5				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012282	2019-11-23 17:49:00	6965	species	Great Cormorant	Phalacrocorax carbo			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021304	2020-03-23 07:27:43	6965	species	Great Cormorant	Phalacrocorax carbo			30				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031962	2019-11-23 18:36:31	6965	species	Great Cormorant	Phalacrocorax carbo			30				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016124	2019-11-23 17:56:47	6965	species	Great Cormorant	Phalacrocorax carbo			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024943	2019-11-23 18:19:12	7124	species	Great Egret	Ardea alba			30				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016134	2019-11-23 17:56:47	7124	species	Great Egret	Ardea alba			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021260	2020-03-23 07:27:43	7124	species	Great Egret	Ardea alba			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012275	2019-11-23 17:49:00	5972	species	Green Sandpiper	Tringa ochropus			20				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024959	2019-11-23 18:19:12	23921	species	Green Warbler	Phylloscopus nitidus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016115	2019-11-23 17:56:47	22732	species	Great Reed Warbler	Acrocephalus arundinaceus			5				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021298	2020-03-23 07:27:43	22732	species	Great Reed Warbler	Acrocephalus arundinaceus			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024935	2019-11-23 18:19:12	22732	species	Great Reed Warbler	Acrocephalus arundinaceus			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016133	2019-11-23 17:56:47	5686	species	Greater Sand-Plover	Charadrius leschenaultii			4				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831027288	2019-11-23 18:24:43	5686	species	Greater Sand-Plover	Charadrius leschenaultii			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-16	06:00:00	obsr1465049	S61686987	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021303	2020-03-23 07:27:43	5686	species	Greater Sand-Plover	Charadrius leschenaultii			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024963	2019-11-23 18:19:12	5686	species	Greater Sand-Plover	Charadrius leschenaultii			5				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024961	2019-11-23 18:19:12	7038	species	Great White Pelican	Pelecanus onocrotalus			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021291	2020-03-23 07:27:43	7038	species	Great White Pelican	Pelecanus onocrotalus			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016132	2019-11-23 17:56:47	7038	species	Great White Pelican	Pelecanus onocrotalus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831027292	2019-11-23 18:24:43	7038	species	Great White Pelican	Pelecanus onocrotalus			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-16	06:00:00	obsr1465049	S61686987	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024934	2019-11-23 18:19:12	21691	species	Greater Short-toed Lark	Calandrella brachydactyla			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021264	2020-03-23 07:27:43	21691	species	Greater Short-toed Lark	Calandrella brachydactyla			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031967	2019-11-23 18:36:31	21691	species	Greater Short-toed Lark	Calandrella brachydactyla			4				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016114	2019-11-23 17:56:47	21691	species	Greater Short-toed Lark	Calandrella brachydactyla			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031965	2019-11-23 18:36:31	9081	species	Eurasian Hoopoe	Upupa epops			2				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021297	2020-03-23 07:27:43	30329	species	House Sparrow	Passer domesticus			20				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031988	2019-11-23 18:36:31	30329	species	House Sparrow	Passer domesticus			50				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021312	2020-03-23 07:27:43	28642	species	Isabelline Wheatear	Oenanthe isabellina			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031961	2019-11-23 18:36:31	5912	species	Jack Snipe	Lymnocryptes minimus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831027291	2019-11-23 18:24:43	5701	species	Kentish Plover	Charadrius alexandrinus			50				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-16	06:00:00	obsr1465049	S61686987	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831027294	2019-11-23 18:24:43	6302	species	Lesser Black-backed Gull	Larus fuscus			20				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-16	06:00:00	obsr1465049	S61686987	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021315	2020-03-23 07:27:43	20197	species	Lesser Gray Shrike	Lanius minor			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024944	2019-11-23 18:19:12	11375	species	Lesser Kestrel	Falco naumanni			4				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021316	2020-03-23 07:27:43	24287	species	Lesser Whitethroat	Sylvia curruca			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016123	2019-11-23 17:56:47	6809	species	Yelkouan Shearwater	Puffinus yelkouan			5				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024973	2019-11-23 18:19:12	7059	species	Little Bittern	Ixobrychus minutus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024940	2019-11-23 18:19:12	7140	species	Little Egret	Egretta garzetta			50				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031966	2019-11-23 18:36:31	7140	species	Little Egret	Egretta garzetta			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012294	2019-11-23 17:49:00	7140	species	Little Egret	Egretta garzetta			30				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016117	2019-11-23 17:56:47	7140	species	Little Egret	Egretta garzetta			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021320	2020-03-23 07:27:43	7140	species	Little Egret	Egretta garzetta			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021310	2020-03-23 07:27:43	1729	species	Little Grebe	Tachybaptus ruficollis			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031999	2019-11-23 18:36:31	8589	species	Little Owl	Athene noctua			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021326	2020-03-23 07:27:43	8589	species	Little Owl	Athene noctua			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831027289	2019-11-23 18:24:43	8589	species	Little Owl	Athene noctua			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-16	06:00:00	obsr1465049	S61686987	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024939	2019-11-23 18:19:12	6397	species	Little Tern	Sternula albifrons			15				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021284	2020-03-23 07:27:43	471	species	Mallard	Anas platyrhynchos			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012279	2019-11-23 17:49:00	471	species	Mallard	Anas platyrhynchos			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024977	2019-11-23 18:19:12	471	species	Mallard	Anas platyrhynchos			100				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021285	2020-03-23 07:27:43	566	species	Marbled Teal	Marmaronetta angustirostris			5				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024956	2019-11-23 18:19:12	566	species	Marbled Teal	Marmaronetta angustirostris			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021313	2020-03-23 07:27:43	22697	species	Marsh Warbler	Acrocephalus palustris			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831031971	2019-11-23 18:36:31	7657	species	Montagu's Harrier	Circus pygargus			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-17	06:00:00	obsr1465049	S61687337	Stationary	P21	EBIRD	600			2	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831016127	2019-11-23 17:56:47	7657	species	Montagu's Harrier	Circus pygargus			10				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-13	06:00:00	obsr1465049	S61686146	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024966	2019-11-23 18:19:12	7657	species	Montagu's Harrier	Circus pygargus			5				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831012286	2019-11-23 17:49:00	7657	species	Montagu's Harrier	Circus pygargus			3				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-12	06:00:00	obsr1465049	S61685872	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831021311	2020-03-23 07:27:43	7657	species	Montagu's Harrier	Circus pygargus			4				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-14	06:00:00	obsr1465049	S61686552	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024958	2019-11-23 18:19:12	330	species	Mute Swan	Cygnus olor			1				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS831024946	2019-11-23 18:19:12	434	species	Northern Shoveler	Spatula clypeata			20				Turkey	TR	Adana	TR-01							Tuzla Gölü	L1412015	H	36.6904640	35.0712169	1993-09-15	06:00:00	obsr1465049	S61686805	Stationary	P21	EBIRD	600			2	1		0	1	0				
